Age Gender University_GPA Field_of_Study Internships_Completed Soft_Skills_Score Networking_Score Job_Offers Starting_Salary Career_Satisfaction
24 Male 3.97 Law 3 7 6 2 42100.0 6
29 Female 2.15 Law 1 10 7 5 56100.0 5
20 Female 2.86 Law 4 10 6 1 52000.0 5
25 Female 2.48 Arts 4 4 2 0 64200.0 2
23 Male 3.26 Business 1 6 6 1 58300.0 10
22 Female 3.61 Business 1 9 2 5 65500.0 9
21 Male 3.93 Arts 2 10 1 5 40300.0 5
25 Male 2.91 Engineering 0 4 10 1 89100.0 3
25 Female 3.57 Mathematics 2 7 10 5 25000.0 7
29 Male 3.83 Arts 3 9 10 4 62100.0 6
18 Female 3.37 Mathematics 1 1 5 1 34800.0 6
26 Male 2.49 Arts 2 10 4 4 25400.0 5
22 Female 3.22 Law 0 2 9 4 75100.0 4
21 Male 3.94 Mathematics 0 9 9 5 44400.0 6
23 Female 3.98 Law 1 5 9 5 30900.0 7
23 Male 3.28 Law 2 4 3 2 43900.0 8
19 Male 3.77 Business 4 7 10 5 39800.0 2
25 Female 2.4 Arts 1 5 3 0 47600.0 4
24 Male 2.49 Engineering 3 1 3 4 45100.0 7
18 Female 3.91 Engineering 2 9 10 3 29600.0 3
22 Other 2.27 Law 2 8 5 5 51000.0 5
29 Male 2.38 Law 1 3 6 5 49800.0 10
23 Male 2.84 Arts 2 10 6 2 74300.0 7
21 Female 3.18 Engineering 2 3 3 4 71700.0 9
19 Other 3.21 Arts 3 3 2 4 50100.0 6
21 Female 2.58 Mathematics 3 7 6 2 56900.0 2
18 Female 3.84 Business 4 2 4 1 34300.0 9
24 Female 3.83 Arts 3 9 9 4 59900.0 6
19 Male 2.78 Law 4 4 2 0 91000.0 10
19 Other 2.87 Computer Science 3 7 4 4 32800.0 2
26 Other 3.4 Business 4 8 2 2 40800.0 1
22 Male 3.33 Engineering 3 5 5 3 53700.0 4
19 Male 2.76 Engineering 3 8 3 2 52800.0 2
28 Male 2.83 Law 1 4 4 2 51700.0 7
26 Male 2.7 Law 3 10 9 0 39700.0 7
26 Female 2.47 Business 4 2 10 1 29000.0 3
18 Male 2.92 Law 1 3 5 0 37200.0 10
28 Male 3.37 Computer Science 4 6 9 0 62500.0 1
20 Male 3.48 Business 3 10 5 4 80500.0 2
21 Other 3.56 Law 3 6 10 3 58100.0 8
24 Female 2.75 Mathematics 4 7 9 2 44900.0 4
27 Male 3.53 Medicine 2 4 8 0 62400.0 3
21 Male 2.01 Computer Science 1 8 1 0 29600.0 10
19 Other 2.95 Business 1 8 3 5 49500.0 7
24 Female 3.59 Medicine 3 7 5 1 41100.0 10
23 Male 3.26 Arts 1 3 3 1 45800.0 4
20 Male 2.95 Computer Science 4 3 10 5 41500.0 2
23 Male 3.29 Arts 3 2 1 3 33300.0 3
28 Male 3.81 Medicine 1 7 2 2 75500.0 4
23 Female 3.13 Engineering 0 6 2 0 40700.0 1
29 Female 3.6 Engineering 1 7 4 4 40600.0 8
22 Female 3.96 Law 4 2 6 5 49100.0 8
21 Female 3.41 Engineering 1 4 2 1 53100.0 5
27 Male 3.15 Arts 2 1 6 0 74200.0 6
29 Female 2.07 Computer Science 2 2 1 4 52600.0 4
18 Female 2.75 Arts 3 7 8 0 58300.0 3
27 Male 3.13 Arts 2 5 3 3 25000.0 3
23 Male 3.59 Engineering 4 10 8 5 54600.0 4
19 Female 2.88 Arts 0 3 3 3 38600.0 6
20 Male 3.92 Medicine 0 2 1 4 38900.0 2
25 Male 2.54 Business 3 3 4 1 32200.0 6
27 Female 3.49 Business 3 4 3 5 45000.0 8
23 Other 2.84 Business 2 10 8 3 55700.0 9
20 Male 2.97 Law 4 10 1 1 56500.0 4
24 Female 3.61 Mathematics 2 5 9 4 53000.0 5
21 Male 2.59 Mathematics 4 8 9 5 40700.0 8
26 Female 2.19 Engineering 4 9 6 4 39100.0 10
22 Female 3.04 Mathematics 0 2 5 0 43700.0 2
20 Female 3.06 Engineering 4 3 5 4 51600.0 10
19 Male 3.59 Business 1 4 6 0 26500.0 2
28 Female 3.94 Computer Science 4 7 7 1 46100.0 9
19 Female 2.11 Law 0 6 8 5 44400.0 6
20 Male 3.18 Business 2 6 3 0 55300.0 10
19 Male 3.36 Arts 4 10 10 5 92500.0 9
21 Male 3.97 Mathematics 1 7 1 1 49800.0 10
19 Male 3.89 Business 3 1 5 3 50200.0 7
27 Female 3.42 Mathematics 2 8 1 1 59900.0 5
26 Male 3.04 Business 3 9 2 2 47000.0 9
19 Male 2.32 Mathematics 1 2 8 0 56500.0 9
26 Female 2.77 Computer Science 0 1 3 3 69600.0 2
23 Male 3.17 Engineering 0 4 10 1 45600.0 8
18 Female 3.45 Mathematics 2 2 4 4 72900.0 8
21 Male 3.27 Engineering 4 6 6 0 52900.0 2
18 Female 3.43 Arts 4 3 8 1 62000.0 10
23 Female 2.86 Business 3 9 1 3 65400.0 7
21 Female 3.46 Medicine 0 8 2 5 69900.0 1
20 Male 2.29 Arts 4 7 6 4 67000.0 5
20 Female 2.33 Mathematics 4 7 8 5 70900.0 5
26 Male 2.33 Engineering 0 7 8 0 52600.0 10
23 Male 3.78 Computer Science 0 5 3 3 39500.0 5
26 Male 2.15 Mathematics 1 8 4 4 51500.0 2
22 Female 3.6 Engineering 3 4 10 5 33900.0 3
19 Male 2.47 Engineering 0 5 4 2 45100.0 6
25 Female 2.94 Mathematics 1 3 4 4 41100.0 1
22 Male 3.83 Computer Science 0 3 2 5 27600.0 6
19 Male 3.17 Business 2 2 6 0 63800.0 6
21 Female 2.42 Business 2 5 8 2 70000.0 7
26 Male 2.57 Mathematics 2 2 9 1 39100.0 9
21 Female 3.84 Mathematics 0 10 1 2 59600.0 9
29 Male 2.85 Mathematics 4 4 1 2 89900.0 4
29 Female 3.17 Engineering 4 10 9 2 67900.0 2
29 Female 2.92 Mathematics 2 1 4 4 34600.0 5
21 Male 2.76 Arts 3 2 7 2 63400.0 1
19 Male 2.45 Medicine 1 1 2 2 47400.0 5
29 Female 3.37 Mathematics 2 2 10 1 63100.0 10
23 Female 3.44 Arts 1 4 1 2 84700.0 3
28 Male 2.55 Law 1 1 7 5 49000.0 7
19 Male 3.58 Arts 2 6 6 4 71200.0 7
29 Female 3.71 Engineering 4 1 3 3 38700.0 3
24 Female 3.84 Engineering 3 3 10 3 42800.0 5
20 Male 2.32 Medicine 2 2 4 4 25000.0 9
20 Female 2.61 Medicine 1 2 1 4 74400.0 4
22 Male 3.72 Medicine 0 4 7 2 25100.0 2
20 Female 2.4 Engineering 0 9 9 4 33000.0 3
19 Male 2.01 Engineering 1 3 1 2 53400.0 1
27 Other 3.74 Arts 2 6 2 0 80700.0 5
26 Female 2.65 Engineering 4 10 2 1 25000.0 9
19 Female 2.83 Law 2 3 6 1 55500.0 2
28 Female 2.89 Business 3 10 5 1 28600.0 3
19 Female 3.7 Business 0 5 6 0 75200.0 3
25 Female 2.68 Medicine 1 9 1 1 52600.0 7
26 Male 3.78 Engineering 4 3 6 2 73300.0 10
24 Female 3.23 Law 2 8 6 5 38600.0 7
20 Female 3.05 Business 3 6 7 3 43200.0 1
26 Female 2.65 Arts 2 8 2 1 36000.0 3
20 Male 2.49 Computer Science 3 2 6 1 71700.0 1
22 Male 3.25 Mathematics 2 9 9 2 71300.0 9
26 Male 2.89 Arts 4 1 9 5 40200.0 7
29 Female 3.82 Computer Science 4 3 2 2 64600.0 5
20 Male 2.98 Law 1 4 5 1 48500.0 7
24 Female 3.02 Arts 4 6 7 4 25000.0 3
29 Female 2.83 Business 3 4 5 0 57500.0 3
18 Female 3.58 Engineering 1 2 3 3 62800.0 1
21 Female 2.85 Computer Science 4 3 1 3 66500.0 5
21 Male 2.54 Engineering 0 3 7 0 51100.0 7
24 Male 3.72 Law 3 6 8 1 44900.0 3
25 Male 3.19 Mathematics 1 5 6 1 42600.0 5
18 Female 3.18 Mathematics 3 5 7 1 63600.0 10
22 Male 3.22 Engineering 1 4 9 1 56300.0 1
24 Female 3.44 Business 3 4 2 1 40400.0 7
29 Male 2.63 Law 0 9 5 5 54200.0 8
21 Male 2.07 Mathematics 4 7 3 3 60800.0 8
21 Male 3.62 Medicine 2 8 2 1 61200.0 1
21 Female 2.26 Medicine 2 4 3 2 50000.0 4
29 Female 3.44 Computer Science 2 3 4 4 68700.0 9
23 Male 2.16 Business 1 1 2 1 38200.0 2
24 Female 2.75 Engineering 4 9 2 5 50700.0 1
19 Male 2.13 Arts 1 9 8 2 64000.0 6
22 Other 3.04 Arts 1 2 3 3 54700.0 1
21 Female 3.31 Law 1 4 3 2 51300.0 6
20 Male 2.34 Computer Science 1 4 4 0 38800.0 1
24 Female 2.74 Computer Science 4 1 5 0 30700.0 6
28 Male 3.86 Computer Science 2 2 3 2 39700.0 9
29 Other 2.88 Business 3 8 6 1 67600.0 5
23 Male 3.61 Arts 1 6 10 1 40200.0 4
24 Female 3.85 Law 4 1 3 5 50000.0 8
22 Male 3.95 Business 0 7 8 1 79800.0 4
23 Female 3.8 Law 3 7 4 5 65400.0 4
22 Female 2.63 Business 1 6 5 2 47700.0 9
24 Female 3.93 Engineering 1 8 3 0 46300.0 1
19 Female 3.62 Business 3 5 5 0 71600.0 3
28 Female 3.67 Business 3 2 7 3 44900.0 4
22 Male 2.03 Engineering 1 4 3 5 50100.0 8
23 Male 3.91 Medicine 4 8 3 0 47200.0 1
23 Male 3.56 Engineering 0 8 1 0 74600.0 3
22 Other 3.54 Computer Science 4 5 2 4 49900.0 2
27 Male 2.16 Mathematics 2 6 4 0 45100.0 6
24 Female 2.47 Medicine 2 9 9 2 60400.0 9
27 Female 3.92 Mathematics 2 10 3 5 79200.0 10
25 Male 3.0 Arts 1 10 10 1 31700.0 9
24 Male 2.8 Mathematics 0 10 5 2 55200.0 10
22 Male 3.68 Law 0 2 9 5 37600.0 5
18 Male 2.17 Business 1 5 4 1 71500.0 3
22 Male 2.83 Medicine 1 9 4 1 33300.0 8
27 Male 2.75 Arts 1 3 6 3 62200.0 9
19 Female 2.7 Engineering 0 6 7 5 39000.0 9
22 Other 2.62 Engineering 1 4 6 0 74600.0 1
22 Male 2.42 Computer Science 3 4 4 3 86300.0 10
19 Male 2.35 Mathematics 3 3 7 1 68500.0 5
22 Male 3.28 Computer Science 3 10 10 4 49400.0 10
21 Female 3.84 Medicine 1 1 3 4 31900.0 9
18 Female 3.02 Mathematics 3 8 3 5 52900.0 3
20 Male 2.6 Law 1 5 7 3 53900.0 7
18 Male 2.32 Business 3 2 6 3 84900.0 9
29 Female 3.66 Engineering 1 1 2 0 52000.0 2
28 Female 3.94 Medicine 4 1 1 3 39300.0 2
22 Male 2.7 Mathematics 2 4 6 3 53100.0 5
21 Female 2.58 Medicine 4 4 9 2 44300.0 8
24 Male 3.2 Law 2 6 3 3 48600.0 10
22 Male 3.55 Mathematics 2 7 9 5 82400.0 5
27 Female 2.91 Medicine 3 1 6 3 37300.0 8
21 Female 3.26 Computer Science 2 10 4 5 64400.0 4
19 Male 3.43 Law 2 2 10 5 45300.0 9
21 Female 3.92 Engineering 4 3 10 2 49500.0 4
29 Male 2.33 Mathematics 2 9 10 1 49800.0 5
19 Female 3.99 Computer Science 1 4 2 5 35500.0 7
25 Female 2.78 Computer Science 1 6 9 1 58800.0 9
20 Female 3.45 Law 3 2 5 2 25000.0 5
26 Female 3.14 Law 4 2 5 0 45500.0 7
21 Male 2.97 Medicine 0 2 2 3 54400.0 4
23 Female 3.4 Arts 4 5 5 5 58700.0 2
27 Female 2.79 Arts 0 9 6 0 58000.0 2
22 Female 2.25 Arts 2 6 2 4 33100.0 5
27 Male 2.98 Mathematics 0 9 1 0 43700.0 2
18 Female 3.04 Mathematics 2 6 6 3 52100.0 2
26 Female 2.4 Medicine 4 9 9 1 38700.0 2
18 Male 3.87 Business 4 5 9 3 52700.0 4
25 Female 2.45 Mathematics 3 1 9 5 58100.0 8
26 Male 2.82 Engineering 3 6 5 3 41900.0 7
26 Male 2.31 Medicine 2 4 10 3 59600.0 5
18 Female 3.07 Medicine 2 9 1 0 46200.0 7
19 Female 2.62 Computer Science 1 6 3 1 37800.0 6
29 Female 2.98 Arts 1 1 8 1 69800.0 8
18 Male 2.45 Law 1 6 9 5 42700.0 8
27 Other 2.11 Medicine 4 3 4 0 28400.0 7
19 Male 3.56 Business 0 3 3 0 42300.0 5
27 Male 3.28 Mathematics 2 7 2 0 53700.0 6
29 Male 2.68 Engineering 3 2 5 4 55100.0 10
25 Female 2.09 Business 2 9 2 4 33700.0 8
22 Female 3.73 Medicine 0 9 9 3 59300.0 7
29 Female 2.34 Medicine 2 7 10 5 49400.0 5
28 Female 3.86 Computer Science 3 9 9 4 28200.0 10
24 Male 2.96 Business 3 6 3 0 25000.0 8
19 Female 2.68 Computer Science 0 9 4 0 53200.0 4
25 Male 3.48 Law 3 10 9 0 45200.0 6
28 Female 3.75 Business 4 2 1 1 36700.0 4
23 Male 2.74 Arts 3 5 7 5 40700.0 5
25 Female 2.81 Law 0 6 2 1 48500.0 10
18 Female 2.87 Arts 0 6 9 4 48200.0 3
18 Female 3.84 Business 2 4 3 2 48200.0 2
29 Female 3.39 Computer Science 3 4 6 2 47800.0 1
24 Male 2.5 Arts 3 5 5 0 79600.0 3
25 Female 2.37 Medicine 0 6 2 1 42300.0 1
20 Male 2.46 Mathematics 2 8 9 5 60900.0 6
22 Female 2.53 Engineering 2 10 3 3 59100.0 2
29 Female 2.46 Computer Science 4 1 6 4 41300.0 3
18 Male 3.32 Law 4 8 9 1 25000.0 8
24 Other 2.23 Mathematics 0 2 8 0 43700.0 5
22 Female 2.77 Law 2 7 10 0 25100.0 2
25 Male 3.25 Business 2 4 5 2 25000.0 2
25 Female 2.58 Law 4 8 6 5 42400.0 3
26 Male 2.13 Engineering 4 6 3 5 51200.0 3
24 Female 2.16 Engineering 0 5 5 0 46800.0 8
28 Female 2.25 Medicine 2 10 6 0 25500.0 5
18 Other 3.67 Law 0 10 3 3 31800.0 8
20 Female 3.32 Computer Science 4 5 10 4 52300.0 4
25 Male 2.13 Engineering 3 4 2 3 59300.0 9
20 Female 2.78 Computer Science 4 3 10 2 37500.0 3
25 Male 2.56 Medicine 2 3 9 1 49600.0 2
18 Female 3.16 Business 0 3 7 5 53100.0 6
22 Female 3.05 Engineering 2 7 4 2 75900.0 4
21 Male 2.96 Engineering 4 8 3 5 73700.0 2
22 Male 2.63 Engineering 4 8 4 0 58900.0 6
25 Female 2.28 Law 1 2 9 4 25000.0 4
27 Female 3.48 Computer Science 4 3 9 0 72200.0 10
21 Male 3.76 Mathematics 2 2 6 4 57100.0 4
28 Male 3.89 Engineering 0 6 9 4 40300.0 10
21 Male 2.12 Computer Science 0 3 9 4 79600.0 4
20 Female 3.48 Law 1 6 6 1 45300.0 4
24 Male 3.45 Arts 2 4 5 2 82300.0 8
20 Female 3.89 Arts 4 10 3 5 33100.0 1
29 Male 2.51 Computer Science 3 10 1 5 43600.0 9
20 Female 3.48 Law 0 6 4 1 25000.0 3
28 Male 2.11 Arts 2 3 1 1 43000.0 5
27 Female 3.26 Medicine 1 5 1 1 68100.0 5
22 Male 2.7 Medicine 3 8 6 3 41600.0 4
22 Female 3.54 Arts 2 3 5 3 37500.0 4
23 Male 3.73 Business 4 9 7 3 68800.0 7
25 Female 2.73 Computer Science 0 9 1 1 52400.0 4
27 Female 3.05 Arts 4 7 1 0 52000.0 10
23 Male 2.23 Computer Science 1 8 8 3 33600.0 3
29 Female 2.83 Mathematics 0 9 6 3 34800.0 9
18 Female 2.72 Mathematics 3 1 8 1 46300.0 4
25 Male 2.37 Law 0 7 6 2 25000.0 4
25 Male 3.79 Mathematics 4 10 6 0 62000.0 10
26 Male 2.3 Mathematics 2 3 10 4 59200.0 8
26 Female 3.27 Arts 2 6 7 4 56300.0 7
19 Female 3.78 Medicine 2 9 2 5 30300.0 4
19 Male 3.82 Law 1 10 3 0 60600.0 8
20 Female 3.59 Mathematics 1 8 4 1 37200.0 10
18 Female 2.35 Business 2 2 1 2 68600.0 2
21 Female 3.63 Computer Science 3 4 9 2 45400.0 9
21 Female 2.55 Business 4 5 9 4 51200.0 2
26 Female 3.84 Mathematics 3 10 4 2 59500.0 10
26 Female 3.42 Medicine 2 6 1 4 54500.0 3
26 Male 3.57 Mathematics 4 7 1 5 25000.0 6
27 Female 2.17 Engineering 1 4 6 3 25000.0 7
24 Female 3.17 Engineering 0 4 2 5 38200.0 9
19 Male 3.64 Computer Science 0 5 1 1 56100.0 8
27 Female 3.72 Law 4 9 10 2 75800.0 6
22 Female 2.06 Medicine 3 9 2 1 45400.0 8
21 Female 3.88 Mathematics 4 1 7 3 62200.0 5
29 Male 2.09 Computer Science 3 5 4 0 60200.0 10
28 Male 3.23 Law 3 5 7 0 29900.0 10
25 Female 3.39 Computer Science 0 7 7 0 49900.0 9
19 Female 2.21 Computer Science 1 8 4 4 41000.0 4
23 Male 2.1 Business 2 3 2 4 36200.0 1
22 Female 3.57 Arts 1 1 9 0 75500.0 8
29 Female 2.77 Medicine 2 2 10 3 55700.0 5
19 Male 2.21 Business 0 6 10 5 37500.0 9
28 Male 3.53 Law 2 6 3 4 41100.0 3
27 Male 3.7 Arts 3 5 1 5 51900.0 9
18 Female 3.17 Computer Science 4 5 8 5 55600.0 8
25 Male 2.32 Engineering 2 9 4 0 25000.0 6
19 Male 2.03 Mathematics 1 7 9 1 70000.0 10
24 Male 3.4 Business 0 6 8 0 53100.0 10
26 Male 3.1 Medicine 0 7 7 0 36100.0 8
26 Male 3.3 Medicine 4 3 9 1 86200.0 8
25 Male 3.63 Arts 3 7 2 5 56500.0 7
28 Female 2.87 Business 3 3 4 4 73200.0 7
29 Female 2.25 Computer Science 0 8 5 5 68700.0 3
27 Male 3.88 Arts 3 10 5 1 80300.0 7
26 Male 3.09 Law 4 10 1 4 65900.0 3
19 Other 3.23 Medicine 0 9 9 3 64200.0 9
23 Male 3.87 Law 3 3 9 4 61500.0 5
21 Male 3.86 Business 2 7 5 2 71600.0 8
21 Male 3.14 Engineering 2 8 10 4 41600.0 3
22 Male 2.6 Law 3 3 3 2 56200.0 3
29 Female 3.99 Mathematics 2 6 8 4 41800.0 3
20 Male 3.36 Computer Science 4 7 7 1 64000.0 8
18 Female 2.82 Mathematics 1 4 5 4 45500.0 9
25 Male 3.12 Medicine 4 6 1 0 46600.0 7
22 Male 2.83 Mathematics 4 7 7 4 25000.0 1
20 Female 3.78 Business 3 7 1 1 79900.0 6
27 Male 2.96 Engineering 4 1 1 1 31400.0 3
24 Female 3.65 Medicine 3 2 9 4 56400.0 1
24 Male 3.68 Engineering 0 1 6 4 59200.0 10
18 Female 3.65 Medicine 3 9 7 4 71200.0 2
29 Male 3.44 Arts 3 7 2 5 42600.0 3
26 Female 3.71 Mathematics 0 7 8 5 29600.0 7
19 Male 2.77 Arts 1 3 7 3 64400.0 6
22 Female 2.23 Arts 0 5 5 2 67400.0 2
22 Male 3.68 Business 3 2 8 4 55500.0 5
25 Female 3.0 Arts 2 5 2 4 50700.0 1
25 Male 2.25 Business 3 8 6 2 49500.0 3
24 Female 2.23 Computer Science 0 10 4 0 33400.0 1
24 Male 2.32 Arts 3 3 7 3 25000.0 3
29 Male 3.5 Business 0 4 6 3 74900.0 2
28 Female 3.42 Medicine 4 8 6 0 50200.0 4
23 Male 2.41 Business 1 2 5 2 62300.0 5
23 Male 3.69 Law 1 1 5 2 44700.0 3
28 Female 2.56 Business 0 3 2 1 44700.0 10
26 Other 3.59 Mathematics 1 2 7 2 43000.0 5
23 Male 2.98 Law 2 10 7 5 47100.0 7
29 Female 3.46 Medicine 2 2 8 3 66900.0 10
19 Female 2.76 Mathematics 1 4 4 5 52000.0 9
19 Male 2.69 Business 0 6 9 1 75200.0 8
22 Female 3.68 Mathematics 2 10 10 4 33000.0 6
21 Female 2.07 Medicine 1 10 3 4 47300.0 9
28 Other 3.95 Mathematics 3 5 3 4 49200.0 8
19 Male 3.3 Law 2 4 2 1 60900.0 4
20 Female 2.86 Engineering 4 8 10 3 39500.0 2
24 Male 3.26 Arts 2 5 7 2 67300.0 9
25 Male 2.25 Law 1 2 10 1 59500.0 6
29 Male 3.03 Computer Science 1 4 2 3 74000.0 10
23 Other 3.97 Business 1 7 7 2 42400.0 8
28 Female 2.47 Mathematics 0 4 3 0 25100.0 8
22 Female 3.44 Medicine 0 6 1 3 64500.0 4
18 Female 2.87 Arts 3 2 8 5 66400.0 10
25 Male 3.3 Mathematics 3 9 8 5 25000.0 5
20 Male 2.41 Business 2 4 10 0 58500.0 1
23 Male 2.94 Arts 1 1 1 4 54700.0 9
20 Male 3.96 Engineering 3 3 6 4 41800.0 7
24 Female 2.39 Business 1 7 4 3 73300.0 1
24 Female 3.27 Mathematics 2 10 5 5 43700.0 10
29 Male 3.15 Medicine 0 9 8 0 75500.0 10
26 Male 3.13 Engineering 3 6 8 1 64100.0 3
22 Male 3.23 Business 4 4 7 2 60800.0 9
25 Male 3.0 Arts 4 2 5 4 57300.0 1
27 Female 2.03 Mathematics 4 9 6 4 61000.0 6
27 Female 3.8 Engineering 4 8 8 4 41100.0 5
25 Female 3.65 Medicine 4 7 5 4 32100.0 4
18 Male 2.35 Business 4 2 3 5 75500.0 1
29 Male 2.83 Arts 4 2 9 3 41500.0 7
22 Male 3.54 Mathematics 3 8 9 5 46800.0 1
20 Female 3.96 Arts 4 9 10 3 29900.0 1
18 Female 3.9 Law 4 9 1 0 59300.0 2
21 Male 3.8 Engineering 2 8 7 1 34100.0 9
25 Female 2.32 Mathematics 3 1 4 0 56200.0 1
20 Female 3.83 Business 2 5 6 5 45100.0 8
27 Female 3.76 Law 1 7 7 5 53500.0 1
19 Female 2.75 Arts 4 10 8 1 75300.0 1
28 Female 2.79 Engineering 0 6 5 3 33000.0 9
26 Female 2.92 Computer Science 4 1 5 4 42300.0 8
27 Male 3.31 Mathematics 4 10 6 0 38500.0 1
22 Male 2.52 Arts 2 6 7 1 57400.0 7
24 Male 2.05 Engineering 1 4 5 2 56200.0 8
28 Male 2.28 Computer Science 2 3 5 1 46800.0 2
28 Female 2.88 Mathematics 3 4 4 0 67600.0 4
19 Female 2.56 Engineering 1 8 1 3 50400.0 2
26 Male 3.53 Arts 1 6 7 4 40800.0 6
26 Female 2.21 Computer Science 1 9 7 2 69800.0 5
21 Male 3.83 Mathematics 2 5 6 0 46400.0 5
21 Male 3.79 Engineering 4 9 10 3 47500.0 8
23 Male 3.82 Business 4 4 2 1 48700.0 1
27 Male 3.48 Computer Science 4 4 2 3 53400.0 10
27 Male 2.21 Engineering 4 6 6 3 67800.0 2
27 Female 2.88 Business 4 10 9 4 63400.0 1
23 Male 2.26 Computer Science 3 7 5 0 59300.0 4
29 Other 3.98 Engineering 0 2 7 5 35500.0 2
18 Male 2.67 Arts 1 4 2 3 49600.0 10
26 Male 3.17 Computer Science 0 8 6 1 47900.0 7
19 Male 3.56 Computer Science 3 9 6 1 58400.0 5
22 Female 3.84 Mathematics 4 5 10 4 47100.0 5
26 Male 3.51 Business 3 6 6 3 71600.0 1
21 Female 3.35 Law 3 10 6 1 59700.0 2
28 Female 2.93 Mathematics 0 7 4 5 58900.0 5
20 Female 3.21 Law 1 7 5 1 35300.0 7
24 Female 2.19 Engineering 2 3 4 4 39200.0 1
23 Male 3.77 Arts 2 2 6 3 42100.0 7
25 Male 3.09 Business 1 10 9 4 50100.0 2
20 Male 2.08 Computer Science 4 8 5 3 67900.0 2
22 Female 3.84 Law 3 9 5 1 38600.0 9
27 Male 2.98 Business 4 8 3 5 25700.0 8
21 Male 3.74 Business 3 8 7 0 71500.0 10
21 Other 3.71 Mathematics 2 2 5 1 43100.0 4
21 Male 3.63 Business 1 4 2 0 49000.0 5
27 Female 2.12 Computer Science 0 6 9 3 65100.0 9
25 Female 2.49 Mathematics 0 8 5 3 67600.0 4
23 Male 3.75 Medicine 1 2 7 2 36300.0 10
20 Male 3.8 Business 2 8 7 3 54000.0 8
27 Male 2.92 Medicine 3 1 10 3 70900.0 5
22 Female 2.88 Law 0 6 8 2 50600.0 1
23 Female 2.35 Arts 2 8 4 0 66600.0 7
22 Female 3.94 Mathematics 1 8 7 3 52500.0 10
23 Female 2.43 Law 4 7 3 4 66500.0 3
25 Female 2.38 Mathematics 2 7 9 3 70000.0 7
24 Male 3.32 Arts 2 10 8 3 76000.0 8
22 Male 2.49 Arts 4 9 10 1 57100.0 4
27 Female 3.88 Mathematics 2 2 9 3 44100.0 6
23 Male 2.02 Law 0 1 2 3 54100.0 10
21 Male 2.01 Engineering 0 2 4 4 55000.0 7
29 Female 3.01 Computer Science 0 3 1 2 50200.0 8
26 Male 2.98 Medicine 2 9 8 2 61000.0 3
21 Female 2.33 Engineering 2 10 4 2 58500.0 7
18 Female 2.99 Medicine 2 7 4 1 54300.0 5
24 Male 2.82 Mathematics 1 5 7 3 83000.0 7
24 Female 3.78 Computer Science 4 5 6 0 37800.0 6
21 Male 2.02 Mathematics 2 6 3 0 55500.0 5
20 Male 3.95 Business 4 2 8 4 50100.0 3
25 Male 3.25 Mathematics 3 1 2 1 25000.0 10
22 Male 2.3 Law 0 1 1 5 40600.0 2
27 Female 2.09 Engineering 1 3 2 1 28800.0 3
24 Male 3.08 Mathematics 4 1 9 3 62500.0 2
21 Male 2.47 Computer Science 0 9 5 5 31100.0 3
21 Male 2.6 Law 1 10 5 0 29400.0 2
25 Female 2.49 Engineering 0 5 6 1 46900.0 1
25 Female 3.3 Mathematics 2 9 3 4 44800.0 9
19 Male 3.11 Arts 2 5 1 0 44000.0 10
19 Male 2.16 Mathematics 0 1 8 1 33700.0 5
20 Male 3.05 Engineering 1 7 7 3 63400.0 9
29 Male 3.58 Business 0 7 8 3 47400.0 8
29 Female 2.16 Business 3 4 9 5 64600.0 7
20 Female 3.78 Medicine 1 3 2 3 35200.0 6
18 Male 3.16 Engineering 1 1 5 3 40400.0 4
20 Male 3.9 Mathematics 0 7 2 0 36900.0 10
23 Male 2.3 Arts 4 5 8 0 49600.0 10
25 Female 3.99 Mathematics 0 10 4 1 39900.0 7
29 Male 3.29 Business 4 1 4 4 66200.0 7
27 Other 3.13 Medicine 1 1 10 2 25000.0 1
23 Female 3.03 Mathematics 2 3 8 2 75300.0 9
22 Male 2.05 Arts 2 3 7 3 45500.0 4
21 Female 3.88 Arts 0 2 1 1 38400.0 7
20 Female 3.29 Mathematics 4 8 7 2 77600.0 9
21 Female 2.18 Arts 0 8 10 2 48500.0 2
24 Male 2.04 Computer Science 3 6 3 2 45500.0 8
18 Male 2.1 Business 0 5 5 2 40700.0 4
24 Female 3.22 Computer Science 0 6 8 5 46000.0 4
18 Female 3.23 Computer Science 0 1 6 2 57300.0 3
19 Female 3.0 Business 0 2 8 5 57800.0 10
21 Female 2.61 Engineering 4 7 5 5 32100.0 4
18 Female 3.06 Law 4 1 10 1 32500.0 9
28 Female 3.03 Medicine 4 8 9 2 65400.0 1
29 Male 2.04 Mathematics 3 3 6 2 42100.0 9
28 Female 2.56 Law 3 4 9 5 49100.0 10
28 Female 2.11 Law 0 7 4 1 51800.0 9
26 Female 3.8 Law 4 10 2 0 72000.0 1
29 Female 3.45 Law 3 7 8 0 69800.0 9
23 Male 3.99 Business 2 2 5 0 55100.0 6
18 Female 2.6 Law 0 5 2 2 39900.0 8
18 Female 3.76 Medicine 1 8 6 1 84700.0 8
23 Male 3.21 Mathematics 4 9 3 0 60500.0 8
21 Male 2.91 Engineering 0 5 1 3 70500.0 8
21 Male 2.45 Business 0 2 6 3 46400.0 1
28 Male 3.48 Law 1 4 8 1 32700.0 1
23 Male 3.81 Arts 2 5 1 2 57600.0 7
29 Male 2.47 Mathematics 3 6 3 5 50300.0 9
28 Female 2.35 Business 3 6 6 0 74800.0 10
