Age Gender University_GPA Internships_Completed Soft_Skills_Score Networking_Score Job_Offers Starting_Salary Career_Satisfaction
21 Female 3.24 1 5 2 5 53700.0 4
25 Male 3.29 4 1 9 1 63700.0 8
25 Female 2.75 3 4 7 0 44100.0 10
22 Other 2.42 1 8 8 2 42600.0 3
21 Male 3.44 2 8 1 3 48400.0 5
29 Female 3.62 4 6 10 3 47400.0 5
19 Male 2.28 0 3 6 1 85500.0 5
28 Male 2.97 4 8 1 5 56000.0 5
20 Male 2.5 3 7 5 3 60200.0 9
20 Female 2.34 4 9 2 1 50300.0 10
21 Female 3.47 0 3 9 3 51200.0 5
21 Female 3.08 4 6 3 0 60200.0 9
27 Other 2.43 3 1 10 5 49500.0 9
28 Male 2.62 2 8 7 1 71000.0 10
28 Male 3.93 3 2 2 3 37600.0 4
22 Female 3.7 1 5 10 0 68200.0 9
21 Female 3.76 3 6 4 5 67500.0 2
28 Male 2.92 1 4 10 0 81300.0 3
27 Male 3.25 4 9 3 0 25000.0 1
25 Female 2.75 1 3 1 5 66200.0 7
23 Female 2.16 4 2 10 1 40000.0 10
23 Male 2.8 1 3 6 1 63400.0 9
25 Male 3.19 3 5 5 3 63300.0 3
24 Female 2.57 0 1 6 5 37200.0 8
27 Female 3.7 4 10 1 5 60700.0 1
28 Male 2.3 1 4 8 5 44900.0 6
29 Female 2.73 0 1 4 2 39600.0 6
27 Male 2.25 1 9 7 2 25000.0 5
25 Male 2.81 1 3 8 4 71200.0 4
19 Female 2.08 1 2 3 2 48600.0 3
26 Female 2.55 3 5 4 5 34200.0 4
18 Male 2.8 1 1 9 2 54800.0 7
25 Female 2.96 0 10 9 3 51600.0 7
29 Female 3.09 1 7 7 1 36200.0 3
28 Female 2.55 2 9 3 2 36500.0 10
29 Female 3.05 4 1 4 4 66600.0 3
29 Female 3.02 3 8 7 3 53200.0 3
21 Female 2.63 2 8 6 0 40300.0 5
21 Male 3.66 2 7 6 0 44300.0 1
22 Male 3.09 0 10 4 4 44500.0 10
25 Male 2.66 0 4 10 1 25000.0 7
22 Female 3.89 3 7 8 5 64100.0 8
25 Female 3.69 3 2 9 0 44500.0 7
27 Male 3.97 4 6 10 1 47700.0 8
18 Male 3.38 1 5 7 2 58400.0 9
29 Female 2.76 3 5 8 2 68700.0 4
27 Male 2.56 3 8 10 2 53000.0 3
26 Female 3.33 1 1 2 0 33600.0 7
23 Male 3.96 4 8 4 0 46300.0 9
20 Female 3.25 0 4 3 1 49000.0 9
25 Female 3.76 4 10 6 1 25000.0 8
26 Male 2.66 1 6 2 5 57100.0 3
23 Male 2.81 0 6 7 4 59900.0 6
28 Male 3.81 0 1 8 5 51400.0 2
24 Female 3.51 0 8 4 2 37500.0 6
18 Female 3.96 4 4 8 3 53200.0 5
22 Male 3.55 1 9 8 3 65400.0 4
22 Female 2.9 4 7 3 2 46700.0 3
27 Female 3.06 4 4 1 4 62000.0 8
21 Male 3.8 2 1 3 5 56500.0 10
23 Male 3.1 3 9 10 1 25000.0 6
24 Female 2.51 4 10 1 0 42300.0 9
26 Female 2.87 2 6 2 4 57800.0 3
18 Female 3.03 1 6 8 4 52000.0 5
23 Female 2.19 2 1 4 2 64100.0 4
24 Female 3.49 4 5 9 1 53500.0 6
20 Male 2.22 1 4 7 3 59800.0 2
25 Female 2.81 2 1 3 3 45000.0 6
22 Female 3.61 4 7 1 5 55000.0 3
26 Female 2.94 1 4 1 5 34700.0 8
22 Male 3.68 1 3 1 3 63000.0 10
26 Male 2.68 3 2 10 4 54100.0 10
27 Male 3.92 4 8 3 5 31800.0 6
21 Male 2.42 3 5 5 0 46600.0 8
26 Male 2.08 1 10 8 1 87500.0 7
22 Female 3.74 1 9 8 0 47100.0 6
27 Female 3.5 2 5 2 3 45400.0 9
26 Male 2.46 3 10 9 0 38600.0 9
20 Female 3.97 0 1 9 4 33800.0 10
21 Male 3.0 4 10 7 2 35300.0 10
26 Male 3.9 3 5 10 0 80300.0 4
27 Male 3.01 1 5 5 5 55500.0 8
28 Female 2.94 2 8 5 0 28800.0 3
23 Male 2.9 4 6 8 0 50300.0 5
19 Male 2.67 4 5 8 5 65400.0 3
24 Male 3.07 2 8 5 3 56400.0 10
19 Female 2.91 1 1 6 0 29400.0 4
28 Male 2.07 0 5 6 1 59700.0 5
19 Female 2.52 2 3 6 4 50500.0 8
28 Female 2.43 0 5 5 1 53200.0 10
18 Female 3.73 3 3 9 1 77800.0 8
28 Female 3.2 4 4 1 3 49700.0 3
28 Male 3.53 1 9 10 0 39500.0 8
29 Male 3.91 0 2 3 4 25000.0 10
28 Female 3.29 1 10 7 4 39600.0 4
20 Male 3.97 3 1 9 4 38700.0 2
23 Female 2.62 0 4 2 0 25000.0 3
25 Female 2.37 1 8 4 4 60100.0 8
26 Female 2.81 1 5 8 4 57600.0 5
24 Female 2.94 3 9 5 2 49600.0 2
21 Other 3.79 2 10 8 2 35100.0 7
23 Female 3.12 3 3 2 4 53700.0 5
22 Male 2.58 0 9 8 5 59400.0 6
25 Female 3.49 0 1 6 1 76500.0 2
18 Male 3.01 4 2 5 5 55200.0 7
18 Male 2.32 1 9 2 0 56900.0 1
28 Female 3.15 0 9 7 1 52500.0 10
23 Male 3.82 2 10 1 1 47100.0 10
27 Male 3.69 2 5 6 0 61700.0 5
29 Male 3.17 3 10 3 0 49200.0 9
19 Female 2.75 0 4 6 3 47800.0 7
22 Female 2.17 0 9 1 3 44500.0 9
18 Female 2.94 4 10 1 3 45600.0 9
24 Male 3.5 4 2 2 4 55100.0 1
18 Female 2.72 4 3 10 5 59300.0 8
21 Female 2.47 0 8 7 4 39200.0 7
26 Male 3.86 3 1 4 4 53200.0 2
18 Male 3.64 3 2 4 5 36600.0 3
21 Male 3.28 3 5 4 3 59500.0 6
23 Other 2.27 3 7 5 5 72100.0 3
23 Female 2.29 2 10 2 0 58300.0 8
29 Female 2.21 0 9 7 4 45200.0 4
25 Male 3.23 1 3 3 0 65400.0 7
18 Female 2.23 0 4 3 5 31500.0 4
24 Female 3.69 3 10 2 3 54500.0 2
18 Female 3.99 2 1 6 0 92400.0 7
24 Other 2.73 2 1 4 4 36800.0 8
20 Male 2.91 0 1 4 0 45100.0 1
28 Male 3.42 1 4 8 3 46700.0 5
25 Female 3.87 3 9 2 4 33200.0 10
20 Female 3.79 2 8 7 4 38700.0 8
18 Female 2.12 3 4 2 3 50400.0 1
25 Male 2.34 3 8 6 1 74100.0 3
20 Female 3.51 3 7 5 2 57200.0 2
19 Male 3.38 4 6 8 3 66800.0 3
18 Male 2.27 3 10 6 5 62500.0 3
20 Female 3.0 3 2 7 0 55200.0 3
19 Female 3.56 1 3 6 1 25000.0 1
19 Male 2.44 1 4 8 3 74200.0 3
23 Male 3.74 4 7 2 2 65400.0 2
29 Male 2.11 4 8 7 4 54200.0 9
18 Male 3.56 3 8 5 5 30800.0 10
19 Female 3.23 2 4 9 2 28100.0 8
23 Female 2.63 2 9 9 2 32000.0 6
20 Male 3.44 0 8 8 5 39700.0 7
21 Female 3.56 2 5 8 3 55500.0 1
18 Female 3.87 2 3 4 4 46300.0 7
25 Female 2.74 1 2 8 4 51400.0 8
24 Male 3.37 0 9 2 2 58300.0 8
24 Female 3.21 0 1 5 3 69600.0 6
20 Male 3.05 1 7 4 4 40600.0 7
27 Male 3.78 2 7 5 4 25000.0 2
27 Male 2.01 2 1 5 0 38000.0 4
20 Female 2.56 0 7 5 2 59000.0 8
19 Male 3.08 2 1 7 1 62600.0 4
29 Male 2.36 0 2 1 2 62900.0 8
18 Male 3.82 2 9 2 3 39600.0 10
24 Female 3.3 3 8 7 5 54900.0 4
24 Female 2.96 1 9 1 5 72800.0 9
29 Male 3.63 4 9 9 4 61300.0 1
19 Female 2.9 3 4 3 4 25000.0 6
24 Female 3.12 2 5 6 0 49300.0 1
25 Female 2.01 4 10 4 4 45000.0 6
18 Male 2.73 3 7 3 4 27600.0 4
26 Female 2.28 1 6 8 5 72000.0 8
24 Female 3.38 4 9 2 1 29200.0 8
20 Female 2.96 4 2 3 2 48500.0 9
25 Male 2.6 1 8 8 4 69600.0 7
24 Female 2.94 3 2 3 3 36800.0 8
28 Female 2.42 4 2 8 1 49500.0 3
25 Female 3.85 1 3 7 1 57300.0 10
23 Male 2.11 3 4 2 0 38000.0 4
26 Male 3.73 2 6 1 3 41400.0 4
22 Female 3.02 0 6 1 1 54500.0 6
20 Female 3.24 2 2 2 2 59600.0 7
20 Male 2.61 2 6 7 3 61800.0 9
18 Female 3.93 0 8 9 2 35500.0 10
29 Male 2.56 2 5 7 0 25600.0 6
25 Female 3.18 2 1 3 0 62800.0 2
19 Female 3.99 1 8 8 4 68700.0 10
20 Female 3.76 1 6 8 2 88900.0 10
25 Female 3.07 3 2 9 5 96900.0 7
25 Male 3.98 4 7 9 2 76400.0 10
28 Female 3.4 3 8 9 0 34500.0 9
21 Male 2.42 1 2 4 5 47100.0 8
21 Female 2.81 1 1 10 2 59700.0 4
22 Female 2.67 0 6 4 3 56900.0 2
23 Female 2.69 0 6 2 4 47500.0 8
22 Male 3.52 1 8 8 4 69900.0 6
24 Female 3.17 2 7 2 3 42500.0 8
19 Male 2.08 3 8 3 1 53400.0 9
24 Male 3.75 1 10 9 5 51100.0 3
27 Female 2.59 1 10 2 5 57200.0 8
24 Male 3.99 0 5 1 2 58200.0 10
18 Female 3.91 3 2 5 1 37100.0 8
24 Male 3.88 3 5 7 1 25000.0 5
22 Male 3.62 4 2 4 2 43100.0 6
20 Female 2.44 1 9 4 5 53700.0 5
20 Female 3.07 4 5 3 0 57400.0 6
21 Male 2.45 0 1 6 2 40800.0 1
29 Female 2.52 4 9 8 0 54400.0 10
19 Female 3.22 2 10 2 3 54000.0 10
19 Female 2.08 1 5 6 0 40000.0 10
18 Male 3.94 1 1 8 1 47600.0 2
22 Female 3.84 3 9 1 1 32000.0 8
21 Female 2.76 4 9 4 1 25000.0 1
28 Female 3.03 3 10 1 5 68300.0 9
27 Male 2.93 4 10 4 5 53000.0 7
19 Female 3.76 4 9 9 0 44900.0 1
20 Female 3.38 0 6 6 1 55700.0 5
24 Female 2.56 4 10 6 4 57000.0 2
24 Male 2.89 3 10 5 2 80300.0 1
29 Female 2.86 4 2 3 1 70100.0 1
21 Female 3.92 4 7 2 5 55300.0 5
22 Male 2.35 1 2 9 0 82200.0 4
22 Male 2.18 1 4 9 1 48600.0 5
23 Female 3.76 1 4 7 0 68200.0 6
26 Male 3.79 2 10 2 2 42000.0 1
19 Other 3.74 1 7 4 0 50800.0 2
22 Female 3.02 2 6 8 2 60100.0 2
29 Female 3.32 2 10 10 1 53300.0 5
20 Male 3.13 3 7 6 5 54400.0 10
21 Male 2.14 1 6 5 4 53800.0 9
27 Female 3.19 4 1 10 1 69600.0 7
23 Male 2.03 0 4 2 2 51500.0 10
29 Female 2.65 4 3 1 5 41100.0 4
25 Male 3.86 1 7 1 3 49200.0 5
18 Male 2.61 4 7 1 3 69400.0 7
27 Male 3.88 1 4 6 3 62800.0 10
25 Female 2.5 1 7 4 1 48400.0 9
28 Other 2.63 4 4 9 0 38400.0 10
24 Male 3.26 2 9 9 4 41700.0 7
18 Male 3.52 3 3 3 5 49800.0 2
19 Male 3.0 3 10 6 4 48800.0 4
20 Female 3.76 3 2 6 5 39100.0 10
18 Male 2.08 3 5 10 1 64300.0 4
26 Female 3.84 0 9 10 2 41500.0 9
25 Female 2.39 1 3 1 1 36400.0 8
19 Female 3.77 0 1 9 3 47000.0 6
26 Male 2.8 3 9 4 2 57000.0 8
24 Other 3.67 3 5 6 4 36200.0 7
26 Male 3.34 4 2 10 1 50800.0 8
23 Male 2.35 3 6 8 0 43500.0 7
23 Female 3.84 1 3 1 0 45100.0 2
28 Female 2.49 3 9 8 4 49900.0 6
21 Male 2.49 3 3 6 2 58900.0 4
27 Male 3.63 0 2 1 3 50100.0 4
27 Female 2.21 1 3 9 0 89300.0 10
19 Male 2.44 2 6 9 0 60300.0 6
24 Female 3.01 4 3 10 1 56100.0 8
22 Female 3.66 2 9 8 5 45500.0 5
28 Male 2.29 0 9 7 4 42400.0 3
23 Male 3.1 3 9 1 0 65200.0 1
19 Male 3.42 4 2 1 1 26200.0 5
22 Female 3.72 1 7 8 2 66900.0 3
27 Female 3.87 4 2 10 5 67400.0 3
21 Male 3.57 0 1 8 0 48200.0 4
26 Female 3.31 3 5 1 4 67300.0 9
23 Other 2.87 0 8 8 1 45700.0 4
19 Male 2.22 1 3 8 2 48600.0 5
18 Female 3.42 2 7 10 1 57600.0 10
22 Male 3.99 3 6 10 3 44400.0 5
26 Male 3.47 3 1 3 4 60700.0 1
23 Male 2.03 0 7 1 4 43000.0 7
27 Male 2.99 0 3 3 5 54100.0 2
29 Male 3.23 0 4 8 0 89600.0 6
24 Male 3.38 3 10 8 5 57200.0 4
22 Female 3.44 0 2 7 1 66300.0 5
27 Female 3.12 4 1 2 2 63700.0 5
23 Female 2.45 4 5 5 0 25000.0 4
22 Male 3.88 4 6 10 4 48600.0 2
28 Male 3.39 3 2 8 1 70600.0 8
26 Male 2.47 0 10 3 2 32200.0 1
23 Female 2.64 1 6 6 5 47400.0 9
28 Female 3.84 0 6 2 4 82000.0 6
25 Male 3.77 3 8 8 2 33100.0 4
19 Male 2.81 4 8 9 5 67300.0 6
29 Female 2.08 3 6 1 1 37100.0 9
26 Male 2.1 0 7 4 2 58500.0 9
22 Male 2.57 3 4 6 0 61000.0 3
24 Female 3.26 1 5 2 0 62100.0 8
27 Female 3.17 3 6 6 1 35900.0 1
18 Male 3.27 2 6 7 5 67600.0 9
27 Male 3.43 3 3 6 4 39400.0 7
22 Other 2.04 0 9 10 3 26500.0 10
29 Male 2.21 2 4 10 3 35300.0 7
27 Male 2.72 4 8 8 3 37500.0 6
19 Male 2.31 0 4 5 4 61400.0 1
29 Male 2.15 1 6 3 0 65300.0 2
23 Male 3.28 3 1 2 0 52200.0 3
28 Female 3.63 3 2 2 5 35600.0 1
18 Male 3.51 0 6 2 5 42100.0 5
20 Male 3.63 3 3 10 0 48700.0 5
22 Female 3.33 3 7 5 5 31500.0 6
21 Female 3.47 4 1 10 1 33400.0 7
20 Female 2.54 3 3 4 5 49900.0 10
27 Female 3.99 3 3 2 0 46900.0 9
22 Male 2.37 4 1 5 5 33500.0 7
28 Female 2.43 3 4 7 0 69500.0 6
25 Male 2.58 4 8 5 0 39500.0 9
28 Other 3.95 1 7 8 3 32200.0 2
21 Female 3.98 3 7 6 2 69300.0 6
18 Other 3.59 0 5 9 0 54600.0 5
28 Female 3.26 2 4 10 2 45700.0 6
24 Male 3.04 1 10 5 5 39500.0 10
25 Female 3.94 3 6 8 0 44500.0 1
20 Other 3.39 0 2 6 3 39000.0 5
23 Female 3.89 2 1 7 3 42200.0 8
19 Male 2.63 4 7 8 5 52600.0 3
24 Female 2.67 3 4 4 5 36400.0 3
25 Male 3.71 4 7 4 5 25000.0 7
23 Male 2.3 1 6 6 2 75400.0 7
23 Male 3.89 2 9 2 3 31800.0 2
22 Male 3.01 2 10 9 1 25900.0 8
25 Female 3.85 4 6 8 4 68200.0 5
18 Male 2.67 4 3 2 4 43000.0 9
27 Female 3.43 1 7 1 5 55100.0 1
21 Male 2.97 0 9 10 0 62600.0 4
21 Male 3.25 3 10 4 3 63900.0 8
20 Male 3.01 0 6 4 4 57700.0 9
20 Male 3.93 2 7 2 2 39900.0 9
21 Male 3.38 3 8 5 2 30600.0 10
28 Male 2.5 1 4 3 5 77000.0 1
18 Female 3.82 0 5 3 2 52000.0 1
28 Male 2.59 0 4 10 0 57000.0 7
28 Male 2.74 3 1 3 4 42700.0 6
19 Male 2.2 1 6 4 4 54900.0 7
26 Female 3.8 1 7 5 4 43700.0 8
27 Female 2.57 0 2 4 2 45700.0 6
19 Female 2.52 0 6 9 5 29800.0 10
22 Male 3.84 4 2 4 2 56700.0 10
26 Male 3.61 3 10 7 0 25000.0 10
26 Female 2.28 1 5 10 5 66900.0 7
25 Male 3.54 2 1 5 1 78700.0 7
18 Male 3.83 3 3 10 4 43300.0 7
18 Male 2.16 4 4 9 0 63300.0 2
26 Male 3.65 3 4 9 2 44200.0 3
28 Male 3.09 0 2 8 1 49900.0 10
25 Female 3.34 3 8 6 3 41700.0 9
27 Male 2.99 3 6 6 1 43600.0 1
26 Female 3.4 3 9 2 0 43600.0 8
24 Male 2.07 2 6 7 1 25000.0 7
20 Male 3.53 4 3 9 2 54900.0 6
20 Female 2.07 3 2 9 1 25000.0 1
19 Male 2.91 3 9 2 2 44100.0 9
22 Female 2.3 2 3 9 1 25000.0 2
29 Female 3.65 1 6 7 0 44400.0 10
29 Male 2.63 3 10 5 3 53900.0 5
20 Female 2.91 3 2 5 4 70400.0 9
23 Male 2.86 1 7 6 1 49300.0 8
19 Female 3.55 3 1 8 3 45500.0 10
29 Male 2.96 3 9 2 1 33200.0 4
20 Female 3.58 3 1 3 5 36900.0 8
22 Male 2.15 4 9 10 3 67600.0 9
29 Female 2.38 0 1 7 2 56900.0 5
28 Female 3.1 4 1 3 3 36400.0 1
28 Female 3.89 1 8 1 4 25000.0 6
18 Female 2.15 4 1 6 3 74600.0 4
18 Female 2.09 4 8 7 4 31400.0 6
27 Female 2.31 2 3 9 4 49800.0 1
26 Male 3.28 1 4 1 3 36900.0 4
24 Male 2.8 1 2 9 4 33500.0 5
18 Male 3.65 1 6 10 4 52800.0 6
29 Male 2.14 4 7 7 5 62800.0 5
25 Male 2.39 1 10 8 2 59900.0 2
20 Female 2.6 2 3 3 0 59000.0 3
25 Male 3.25 3 9 5 2 34600.0 5
22 Female 3.37 4 3 3 0 52500.0 7
18 Male 2.25 3 7 7 0 55000.0 4
24 Male 3.89 3 4 2 2 28800.0 6
22 Female 2.68 4 5 6 4 25000.0 9
23 Female 3.43 4 9 10 5 50800.0 10
23 Female 3.05 1 3 2 2 37600.0 7
25 Female 2.45 2 3 9 4 30600.0 3
26 Male 3.69 4 9 6 2 25000.0 5
19 Female 3.64 3 9 5 2 39400.0 9
26 Male 2.79 4 4 6 5 73600.0 5
29 Male 3.18 2 1 6 1 62900.0 3
28 Male 2.52 0 1 6 3 72000.0 8
27 Male 3.38 3 9 10 2 38900.0 7
26 Male 2.62 0 6 6 3 66100.0 5
27 Female 3.69 0 5 9 4 68600.0 5
27 Female 2.43 2 10 7 1 72300.0 1
24 Male 2.03 4 3 1 5 46200.0 8
18 Male 2.54 0 3 10 1 42800.0 6
24 Male 2.38 1 2 9 0 48700.0 5
27 Male 3.02 4 7 6 5 51400.0 7
22 Female 2.41 3 9 10 5 30400.0 2
23 Male 3.53 4 6 8 3 41400.0 3
27 Female 2.48 2 10 3 1 66700.0 9
24 Male 3.41 2 1 3 4 41600.0 5
22 Other 3.16 3 6 9 0 51100.0 6
24 Male 3.97 3 8 9 1 57100.0 8
26 Female 4.0 3 8 5 4 68700.0 3
20 Male 3.74 2 10 5 3 59100.0 1
25 Female 3.52 4 3 3 4 64000.0 4
19 Male 2.77 0 1 7 4 56500.0 2
28 Male 3.51 0 5 7 4 54400.0 9
24 Female 3.91 1 6 3 2 63100.0 4
19 Female 2.05 2 10 8 5 25000.0 9
21 Female 3.08 3 9 6 1 60600.0 7
24 Female 2.44 4 2 3 4 25000.0 7
20 Female 3.12 2 1 6 0 42300.0 1
19 Male 2.93 1 7 1 2 63400.0 2
28 Male 3.15 0 2 6 4 47500.0 7
27 Male 3.1 4 2 7 4 48900.0 5
24 Female 3.92 0 3 4 5 53600.0 7
18 Male 3.1 4 4 4 1 77900.0 3
25 Male 3.69 3 7 3 2 25000.0 8
20 Female 2.64 4 1 5 4 39200.0 4
29 Female 2.88 3 6 1 4 70900.0 8
29 Male 2.94 2 7 6 3 46200.0 6
19 Male 2.56 0 3 2 0 47100.0 9
20 Male 2.76 4 3 4 0 60200.0 6
22 Male 3.2 4 2 6 1 31300.0 4
28 Male 3.16 1 5 6 2 63200.0 3
25 Female 3.27 0 7 10 5 44500.0 4
27 Female 2.7 2 3 7 5 47500.0 7
24 Female 2.63 3 7 1 4 37800.0 8
24 Male 3.22 2 8 6 5 57600.0 2
29 Female 2.27 1 3 9 2 45300.0 9
24 Male 2.51 2 1 8 1 54100.0 7
25 Male 2.08 3 3 8 3 44400.0 7
18 Female 2.15 0 6 6 1 49400.0 10
21 Male 2.49 1 1 4 0 41600.0 4
23 Male 2.04 4 9 1 3 44800.0 7
26 Female 2.49 4 3 5 4 37100.0 2
19 Male 3.31 0 3 5 1 35100.0 10
18 Female 2.12 2 7 7 2 76300.0 3
27 Male 2.87 4 7 1 2 52800.0 2
29 Female 3.83 1 6 6 0 25000.0 5
19 Male 3.58 3 7 7 0 48200.0 1
24 Male 2.61 2 5 1 5 64800.0 2
20 Female 3.85 3 8 3 0 25000.0 6
27 Male 2.66 2 10 10 0 58400.0 6
19 Male 2.15 1 2 9 4 49100.0 8
28 Male 3.99 3 5 8 3 25000.0 9
24 Male 3.74 1 9 10 5 40400.0 9
19 Male 2.93 3 4 6 0 46700.0 7
20 Male 3.33 2 8 8 1 30700.0 10
28 Female 3.34 1 3 2 4 38500.0 1
24 Male 2.39 2 6 7 3 53400.0 4
21 Female 2.4 2 8 2 4 53500.0 7
18 Male 2.94 3 9 3 2 56500.0 2
22 Male 3.82 3 7 2 4 39900.0 9
29 Female 2.02 1 6 5 5 66200.0 1
26 Male 3.57 4 6 10 4 47800.0 9
25 Other 2.12 0 6 5 2 43400.0 7
29 Male 2.96 3 10 6 2 46400.0 10
26 Female 3.28 2 9 6 2 55200.0 6
27 Female 3.37 0 3 7 5 54300.0 7
26 Female 2.12 1 4 8 5 43000.0 2
24 Female 2.84 0 3 4 4 64000.0 10
21 Female 3.17 0 9 9 2 46700.0 2
22 Male 2.13 4 5 3 0 60100.0 3
18 Male 2.27 4 10 5 1 70400.0 6
18 Female 3.33 0 8 3 1 42300.0 1
20 Male 3.04 4 8 2 2 44100.0 4
25 Male 2.32 4 9 5 3 33100.0 8
19 Female 3.07 0 10 9 4 35800.0 8
21 Male 3.83 3 7 6 1 60000.0 5
19 Female 2.03 4 3 4 5 59800.0 7
22 Female 3.29 0 5 7 5 25000.0 5
26 Female 2.15 3 3 10 0 34500.0 4
18 Female 2.01 4 2 5 3 70600.0 6
22 Male 2.3 0 3 7 3 37200.0 8
26 Male 2.85 4 10 2 0 46000.0 10
18 Male 3.6 3 9 2 4 50500.0 1
26 Male 2.56 0 9 9 4 52300.0 3
25 Female 3.25 3 8 4 2 28000.0 4
21 Female 2.82 2 7 1 0 52300.0 5
29 Male 2.47 1 1 9 0 25000.0 1
28 Male 3.03 2 9 1 5 40100.0 9
27 Other 3.59 4 10 2 0 44500.0 8
22 Male 3.66 3 2 9 2 25400.0 2
22 Female 3.69 0 6 3 1 59800.0 5
28 Male 2.68 3 10 1 4 36200.0 9
29 Female 3.59 4 5 3 2 75000.0 3
23 Female 2.42 0 6 9 2 56100.0 5
24 Female 3.48 2 8 2 5 46200.0 9
25 Female 3.9 3 8 5 2 60900.0 6
25 Male 2.03 1 10 1 5 25000.0 5
28 Male 2.88 4 2 10 5 52600.0 8
19 Female 3.3 4 7 1 0 31000.0 5
26 Male 3.4 3 2 7 2 62100.0 9
24 Female 2.35 2 1 10 1 43100.0 3
21 Female 3.94 2 8 10 3 25000.0 1
21 Female 3.23 1 9 3 2 29300.0 4
28 Female 2.33 1 7 1 5 49900.0 7
25 Female 2.04 3 4 1 1 55000.0 3
21 Female 3.57 0 7 5 5 26400.0 10
23 Male 2.16 2 4 3 0 25000.0 8
22 Male 2.28 0 7 4 3 43400.0 2
20 Male 3.15 0 4 6 4 73900.0 9
27 Female 3.21 3 9 2 4 41800.0 3
28 Male 3.37 1 5 7 0 53200.0 6
19 Female 2.79 0 7 5 0 25000.0 7
26 Male 3.55 3 8 8 4 90400.0 5
27 Female 3.95 1 5 4 0 33300.0 10
26 Male 2.54 0 1 8 4 51300.0 5
18 Female 3.41 0 4 4 0 25000.0 1
27 Female 3.86 1 3 5 4 56000.0 4
20 Male 3.37 1 7 3 1 40900.0 1
25 Male 3.36 4 6 4 0 53400.0 9
23 Female 2.45 4 6 9 4 45400.0 9
22 Female 3.07 3 2 5 0 57000.0 5
22 Male 3.13 3 6 4 4 65500.0 5
23 Other 3.4 2 8 4 4 28700.0 5
24 Female 3.99 4 5 7 5 74800.0 7
18 Female 2.07 1 9 2 5 39100.0 6
26 Male 2.13 4 2 4 3 56600.0 2
20 Male 2.16 3 7 3 0 36500.0 10
21 Female 3.49 3 6 7 1 51700.0 3
27 Female 2.27 3 6 4 2 44200.0 5
18 Female 3.24 1 4 8 2 79600.0 7
28 Male 2.65 0 10 5 5 38200.0 2
27 Male 2.91 3 9 9 0 73900.0 4
20 Male 2.43 4 6 9 5 34700.0 1
19 Male 3.73 0 8 3 4 73900.0 7
19 Male 3.17 4 8 9 4 64600.0 2
18 Male 3.89 3 4 4 1 44300.0 8
25 Other 3.15 1 5 9 0 47300.0 10
20 Male 2.25 0 2 2 2 52300.0 1
20 Female 2.34 0 4 5 1 50000.0 2
23 Female 3.98 3 6 6 0 56000.0 8
25 Female 3.45 3 2 3 0 51700.0 5
26 Male 2.1 3 2 2 5 34900.0 5
26 Female 3.41 2 10 1 5 42000.0 7
21 Female 2.82 1 7 7 0 54200.0 4
22 Female 2.61 1 10 4 3 33800.0 9
19 Female 2.31 3 5 8 1 42000.0 3
28 Other 3.68 2 3 8 0 57900.0 8
26 Female 2.13 3 3 8 5 53600.0 3
25 Male 2.58 3 7 2 1 45600.0 8
20 Female 2.61 1 3 5 2 65200.0 1
28 Male 2.32 2 10 8 0 64500.0 10
29 Female 3.02 1 5 10 4 41100.0 10
26 Male 2.02 3 2 2 0 59900.0 7
20 Male 2.6 4 3 2 0 36500.0 1
26 Female 3.87 0 4 1 1 53900.0 2
19 Female 2.62 3 1 6 1 53700.0 1
29 Male 2.72 2 4 5 5 50000.0 10
27 Male 2.95 4 4 1 3 46000.0 3
26 Female 3.12 2 3 8 0 50800.0 9
25 Male 3.62 3 10 8 5 49800.0 1
26 Female 2.38 3 9 5 2 25000.0 3
22 Male 3.74 0 3 3 1 70700.0 2
28 Female 3.52 2 2 8 3 59400.0 5
28 Female 3.45 4 7 3 4 43100.0 7
19 Male 2.17 0 9 4 4 64200.0 6
25 Male 2.04 2 6 7 3 42200.0 10
29 Male 3.19 3 5 7 5 25000.0 5
23 Female 3.73 0 1 4 4 55000.0 3
25 Female 3.17 3 3 9 0 25900.0 7
28 Female 2.43 1 9 6 1 29900.0 9
22 Male 2.18 1 8 8 2 33700.0 2
27 Male 3.4 0 9 7 4 51400.0 6
19 Male 3.44 0 8 4 0 52500.0 5
23 Male 2.35 2 1 2 5 65800.0 9
22 Female 2.06 4 8 2 1 31500.0 8
29 Female 2.82 4 8 8 0 39000.0 9
29 Female 3.17 1 5 8 0 69200.0 7
22 Male 3.41 1 6 1 5 57800.0 5
18 Female 3.62 1 2 1 1 54600.0 4
19 Female 3.22 3 1 4 4 49400.0 8
25 Female 2.22 4 8 1 4 56000.0 2
20 Female 3.37 0 7 10 0 50400.0 1
27 Male 3.97 1 4 1 3 51500.0 3
20 Male 3.81 2 7 10 4 56900.0 7
25 Female 3.74 0 2 5 0 36300.0 1
25 Male 2.6 0 2 1 5 52800.0 5
19 Male 3.5 0 7 10 2 25000.0 5
25 Female 3.7 4 3 6 2 50100.0 3
28 Female 3.36 1 6 4 3 42500.0 1
18 Female 2.5 2 7 10 5 62200.0 5
23 Male 3.91 3 7 5 0 29000.0 8
25 Male 2.9 2 10 9 2 52900.0 9
20 Female 2.26 2 4 2 5 59300.0 6
25 Other 2.22 2 3 3 4 61200.0 1
29 Female 3.3 3 1 3 0 40200.0 5
18 Female 2.88 2 7 9 3 44700.0 2
